PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
EP300	interacts-with	STAT5A	NetPath	9773981	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_01d23590139e20d1180f630ada3228f0
EP300	controls-state-change-of	STAT6	NetPath	11509556	IL4	http://pathwaycommons.org/pc2/Catalysis_c3286a5fd57a782e65848cd9e2486c06;http://pathwaycommons.org/pc2/BiochemicalReaction_90e82ba1cb9046f3832662bd06b3345a
EP300	interacts-with	STAT6	NetPath	10373589;15145939	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_e6bd7cd86f47c812263f748113b2fa16
EP300	interacts-with	TRIM68	NetPath	18451177	AndrogenReceptor	http://pathwaycommons.org/pc2/MolecularInteraction_bdfc52a718a53ddc3daae98b4f1c322d
EPHB2	controls-phosphorylation-of	ITGB4	NetPath	18974120	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/Catalysis_42fa94ac84186255b4fa0dcb9b3e9f87;http://pathwaycommons.org/pc2/BiochemicalReaction_311d1e8f06b56b1e376ec101563113a6
EPHB2	controls-state-change-of	ITGB4	NetPath	18974120	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/Catalysis_42fa94ac84186255b4fa0dcb9b3e9f87;http://pathwaycommons.org/pc2/BiochemicalReaction_311d1e8f06b56b1e376ec101563113a6
EPN1	interacts-with	EPS15L1	NetPath	9723620	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_82750a8df0a139e77952741d3c439e03
EPOR	interacts-with	KIT	NetPath	7545788	KitReceptor	http://pathwaycommons.org/pc2/MolecularInteraction_c7eb264dc02a812fdbe131aec9d7fad0
EPPK1	in-complex-with	GRB2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	HIST3H3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	IQGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	KRT17	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	KRT18	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	KRT7	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	KRT8	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	MPRIP	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	PLEC	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	PTPN11	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	RACGAP1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	SHC1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	SMU1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	SNRPD2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	SOS1	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	VAV2	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPPK1	in-complex-with	VAV3	NetPath			http://pathwaycommons.org/pc2/Complex_218c640ccaf0fb1e1c8c3623b2563d96
EPS8	interacts-with	SHC1	NetPath	7791787	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_b78b6501ee0a518eaf832400e2824f3d
EPS8	interacts-with	USP6NL	NetPath	11099046;8700527	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_33f7c4d295c99df549b4c2c242981b69
ERBB2	interacts-with	ERBB3	NetPath	19760502	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_4e5483cc38032a316d0742d1b967fdfd
ERBB2	interacts-with	GRB2	NetPath	10938266	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_28bdf67020dfd0f3484ab3c40afd44ef
ERBB2	interacts-with	IL6ST	NetPath	9590694	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_e430911ec77d0bec41aadcada82ff17a
ERBB2	interacts-with	ITGA6	NetPath	11331299;9344587	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_f92ee20eaa21c3f746aab3dc2e227619
ERBB2	interacts-with	ITGB4	NetPath	10744756;11331299;9344587	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_25657a9fce8482f0efc521fbd1797c2b;http://pathwaycommons.org/pc2/MolecularInteraction_f92ee20eaa21c3f746aab3dc2e227619
ERBB2	interacts-with	JAK2	NetPath	10938266	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_0463322cf6a901f3068a1c7d84106b39
ERBB2	interacts-with	LEPR	NetPath	18945363	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_fa1e06e1cb441ab0c777f5f069800533
ERBB2	interacts-with	PIK3R1	NetPath	11331299;15579904	Alpha6Beta4Integrin	http://pathwaycommons.org/pc2/MolecularInteraction_befcda96ebb3996971fad868b987e4bb
ERBB2	interacts-with	SHC1	NetPath	9590694	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_e88d21bbee8eecdf237168f075b7a032
ERBB3	interacts-with	PIK3R1	NetPath	19760502	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_8da9703b4c9295eef6503d7634694f77
ERBB3	interacts-with	PIK3R2	NetPath	19760502	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_8da9703b4c9295eef6503d7634694f77
ERBB3	interacts-with	SHC1	NetPath	9590694	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_a98d7e001823a3010950b5eb19989bfa
ERBB4	in-complex-with	JAK2	NetPath			http://pathwaycommons.org/pc2/Complex_fdc941f0810c13e9ccdf6ef9f7e208df
ERBB4	interacts-with	PRLR	NetPath	18653779	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_06be3b85d6717ace6daaef723e1f7ec8
ERCC2	in-complex-with	ERCC3	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC2	in-complex-with	GTF2H1	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC2	in-complex-with	GTF2H2	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC2	in-complex-with	GTF2H3	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC2	in-complex-with	GTF2H4	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC2	in-complex-with	MNAT1	NetPath			http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC3	in-complex-with	GTF2H1	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC3	in-complex-with	GTF2H2	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC3	in-complex-with	GTF2H3	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC3	in-complex-with	GTF2H4	NetPath			http://pathwaycommons.org/pc2/Complex_0032f78136118ee04f3253fa9696c7e7;http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERCC3	in-complex-with	MNAT1	NetPath			http://pathwaycommons.org/pc2/Complex_d2a32aa8b60f5325b204fccc6dd4b318
ERRFI1	in-complex-with	GRB2	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	MT-CO2	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	PIK3R1	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	PIK3R2	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	SHC1	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	SNRPD2	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	SOS1	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	SOS2	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	UBB	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	VAV2	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ERRFI1	in-complex-with	YWHAZ	NetPath			http://pathwaycommons.org/pc2/Complex_6966363cfbfb79d384bf2707bd9a36d5
ESR1	interacts-with	JAK2	NetPath	19876927	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_98995e0cabc3356d8e5326b160cc4be3
ESR1	interacts-with	SMAD2	NetPath	11555647	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_fce48b83b9c313544693accdc1164912
ESR1	interacts-with	SMAD3	NetPath	11555647	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_9dc1987e08b82af492696a805916f838
ESR1	interacts-with	SMAD4	NetPath	11555647	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_dfb81d8602cf3a4cfdbf8d8bfaf678a6
ESR1	in-complex-with	SRC	NetPath			http://pathwaycommons.org/pc2/Complex_bc74de7f8c727ccd1c06b5de1c5467c4
ESR1	interacts-with	STAT3	NetPath	19876927;21173433	Leptin	http://pathwaycommons.org/pc2/MolecularInteraction_0e3b99a56a203fd2561d59028fae12fa
ETS1	interacts-with	SMAD3	NetPath	15001984	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_ee98c4f8bffd5d9e560c004c954563ca
ETS1	interacts-with	SP1	NetPath	15001984	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_d259adb6662ebd3365f12c5f2582afcf
ETS1	interacts-with	STAT5B	NetPath	10815800	IL2	http://pathwaycommons.org/pc2/MolecularInteraction_9c8ebfc51bcc628a6a12eae830a4f4f1
ETS1	interacts-with	STAT6	NetPath	15199062	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_6aaf3cc7856fc905b53a2aef7fd7c5b9
ETS2	interacts-with	ID1	NetPath	11234019	ID	http://pathwaycommons.org/pc2/MolecularInteraction_e89b36f111d0e87bceeaeb408b4ae977
ETS2	interacts-with	STAT5B	NetPath	10815800	IL2	http://pathwaycommons.org/pc2/MolecularInteraction_2bee411a0e30b7531f3dbf80b43e31e1
EVL	interacts-with	FYB	NetPath	10747096	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_35c84ced4d9afc19474453b8c7c98b51
EWSR1	interacts-with	STRAP	NetPath	17108118	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_d53e211de910b8aa0c58bf9b804ed9b5
FADD	in-complex-with	RIPK1	NetPath			http://pathwaycommons.org/pc2/Complex_381d8ffaa2042819a750cfd304302c2a;http://pathwaycommons.org/pc2/Complex_6ac07eb5b1b0390f664903700637d015;http://pathwaycommons.org/pc2/Complex_3750720bce2d4362df141dd210168055;http://pathwaycommons.org/pc2/Complex_da488d83b649f9435599d9f62df719df
FADD	interacts-with	RIPK1	NetPath	19373245;21525013	TNFalpha;TWEAK	http://pathwaycommons.org/pc2/MolecularInteraction_a99b41f4a66a483c6ff3f6404b86af58;http://pathwaycommons.org/pc2/MolecularInteraction_f982523e7503ac05fde1d966aaab101e
FADD	interacts-with	RIPK3	NetPath	19524512	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_af7da601f637a879ac3de907ea937e10
FADD	interacts-with	ROMO1	NetPath	20203691	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_16b8b12efa005cada17f2022f2d61db5
FADD	interacts-with	STAT1	NetPath	10848577	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_808075f6d831198e6a2d3ccd3a0d394a
FADD	interacts-with	TNFAIP3	NetPath	20448643	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_4585aef791813452a5bb4944f664c21c
FADD	in-complex-with	TNFRSF1A	NetPath			http://pathwaycommons.org/pc2/Complex_1deec5220cef06f475cfcf1330d33521
FADD	interacts-with	TNFRSF1A	NetPath	21741934	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_312bc50ee330bc933a34ea854acb4628;http://pathwaycommons.org/pc2/MolecularInteraction_a480bfe46ad4ed7e0465a9c1da4634a9
FADD	in-complex-with	TRADD	NetPath			http://pathwaycommons.org/pc2/Complex_381d8ffaa2042819a750cfd304302c2a;http://pathwaycommons.org/pc2/Complex_6ac07eb5b1b0390f664903700637d015;http://pathwaycommons.org/pc2/Complex_da488d83b649f9435599d9f62df719df
FADD	interacts-with	TRADD	NetPath	21760970	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_ce7d1561d9b38a9bee2f9bb5bc912079
FADD	in-complex-with	TRAF1	NetPath			http://pathwaycommons.org/pc2/Complex_6ac07eb5b1b0390f664903700637d015
FADD	in-complex-with	TRAF2	NetPath			http://pathwaycommons.org/pc2/Complex_381d8ffaa2042819a750cfd304302c2a;http://pathwaycommons.org/pc2/Complex_6ac07eb5b1b0390f664903700637d015;http://pathwaycommons.org/pc2/Complex_da488d83b649f9435599d9f62df719df
FAF1	interacts-with	RELA	NetPath	14600157	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_c1603f254f80df4bc8ea1781e7b0b623
FANCD2	interacts-with	TNFRSF1A	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_e769b120d7b1e173fa44eceb8a4d4d5d
FANCD2	interacts-with	TNFRSF1B	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_cbb31495528d8caaa95d7e84404dc6f1
FBL	interacts-with	MAP3K14	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_f5a364033775a6b82fe67c993331743f
FBXW11	controls-state-change-of	NFKBIA	NetPath	10644755	TNFalpha	http://pathwaycommons.org/pc2/Catalysis_8ba834a97a0f69e2dc50ff4694bad46b;http://pathwaycommons.org/pc2/BiochemicalReaction_9467bb8c45f6fcd97a9031c4ed607f37
FBXW11	interacts-with	NFKBIA	NetPath	10066435;11490016	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_5d681676d38880cd88d36df892cf1b3b;http://pathwaycommons.org/pc2/MolecularInteraction_676ec6c80cb521beb148f95dae39e25b
FBXW11	interacts-with	PRLR	NetPath	15082796	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_d5e1d54191bbbc98db56b8f93d2c61e7
FBXW11	in-complex-with	PSMD2	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
FBXW11	in-complex-with	RASA3	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
FBXW11	in-complex-with	SKP1	NetPath			http://pathwaycommons.org/pc2/Complex_88885457ff25e6605aec25b6e4180fdb
FBXW11	in-complex-with	TBK1	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
FBXW11	in-complex-with	TNFRSF1A	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
FBXW11	in-complex-with	TNFRSF1B	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
FBXW11	interacts-with	TNF	NetPath	15485837	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_ab786966cee38c965553914c1f6e61c0
FBXW11	in-complex-with	TRADD	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
FBXW11	in-complex-with	TRAF2	NetPath			http://pathwaycommons.org/pc2/Complex_68f50309f28cf231bef4f0b6fe7d2dff
FBXW5	interacts-with	MAP3K7	NetPath	19232515	IL1	http://pathwaycommons.org/pc2/MolecularInteraction_cd1b4459de9113d3235230b7ef051965
FBXW7	interacts-with	NFKB2	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_b6a1c0d69fac4651e2ed25982b76106c
FBXW7	controls-state-change-of	NOTCH1	NetPath	11425854;11461910;11585921	Notch	http://pathwaycommons.org/pc2/Catalysis_8227f6787b74957547251835d79805b2;http://pathwaycommons.org/pc2/BiochemicalReaction_8c4dd858affb16b10d07e28c05cd3fd4
FBXW7	interacts-with	NOTCH1	NetPath	11425854;11461910	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_3c6407c6b06d80f9b8357a4174bb2811
FBXW7	controls-state-change-of	NOTCH4	NetPath	11585921	Notch	http://pathwaycommons.org/pc2/Catalysis_a8f9777b4cd33ddb8b4f5e1d641857ae;http://pathwaycommons.org/pc2/BiochemicalReaction_c32c573c667694f261bcf8c1b2b2cf1b
FBXW7	interacts-with	NOTCH4	NetPath	11585921;18094723	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_4d68ffaa5329d2fd373804b0e965179d
FBXW7	in-complex-with	SKP1	NetPath			http://pathwaycommons.org/pc2/Complex_4e57629da26bb6aa0b9ac1f465dad694;http://pathwaycommons.org/pc2/Complex_41b0fb888dd2daf15d91da14d9d2ae57
FBXW7	interacts-with	SKP1	NetPath	11585921	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_0b17ce20b6fd1d7bd2f26f4f25cbe04e
FCAR	interacts-with	FCGR3A	NetPath	15085135	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_4df75e51226c20d3ee60957bcefa3788
FCAR	interacts-with	FCGR3B	NetPath	15085135	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_4dbc09a4149490f671d13fe4cf2aa52c
FCAR	interacts-with	OSCAR	NetPath	15085135	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_2e25fac9945ce3942d42aed512edac39
FCAR	interacts-with	PILRA	NetPath	15085135	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_593cdb3425a9f301d2c24f7d5e7e9b43
FCGR2B	interacts-with	MAPK1	NetPath	15081531	BCR	http://pathwaycommons.org/pc2/MolecularInteraction_a28de065ef41f34f558c82787b6acfdb
FCGR2B	interacts-with	MAPK3	NetPath	15081531	BCR	http://pathwaycommons.org/pc2/MolecularInteraction_d6f5e914ce64f8d1f192207bf45dab81
FCRL3	interacts-with	ZAP70	NetPath	12051764	TCR	http://pathwaycommons.org/pc2/MolecularInteraction_fb1d5e4944a50297c4965d9869d17b76
FES	interacts-with	IL4R	NetPath	10358772;7518439;8916957	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_e00d31473ff0b204d453e38fa109bb88
FES	interacts-with	IL6ST	NetPath	7538109	IL6	http://pathwaycommons.org/pc2/MolecularInteraction_2e5ef8149a5e5b215d7d677e7c5e6fd1
FES	controls-phosphorylation-of	IRS1	NetPath	10856136	IL4	http://pathwaycommons.org/pc2/BiochemicalReaction_a732242208e216c942fd4f66b4cdb1ea;http://pathwaycommons.org/pc2/Catalysis_1fae7278b26f43bd1982309457400c0e
FES	controls-state-change-of	IRS1	NetPath	10856136	IL4	http://pathwaycommons.org/pc2/BiochemicalReaction_a732242208e216c942fd4f66b4cdb1ea;http://pathwaycommons.org/pc2/Catalysis_1fae7278b26f43bd1982309457400c0e
FES	controls-phosphorylation-of	IRS2	NetPath	10856136;7721786	IL4	http://pathwaycommons.org/pc2/Catalysis_219a0a568fdcdd69527a378edaf359ec;http://pathwaycommons.org/pc2/BiochemicalReaction_158f1ace58cd5421c877e1bb5a752d26
FES	controls-state-change-of	IRS2	NetPath	10856136;7721786	IL4	http://pathwaycommons.org/pc2/Catalysis_219a0a568fdcdd69527a378edaf359ec;http://pathwaycommons.org/pc2/BiochemicalReaction_158f1ace58cd5421c877e1bb5a752d26
FES	interacts-with	JAK1	NetPath	11160325;20697558	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_dc1dc662700c14b081a2d60bb7bbe749
FES	interacts-with	KIT	NetPath	19892014	KitReceptor	http://pathwaycommons.org/pc2/MolecularInteraction_3a560fed3dff86b2d62e6deb0c94376c
FES	interacts-with	PIK3R1	NetPath	8954948	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_8dbc6b9127f28a60ef2f45a5eb278f75
FES	interacts-with	PIK3R2	NetPath	8954948	IL4	http://pathwaycommons.org/pc2/MolecularInteraction_8dbc6b9127f28a60ef2f45a5eb278f75
FHL1	interacts-with	RBPJ	NetPath	14999091;9418910	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_3e3a1fc51a296f0aa66736063ec772ec
FHL1	interacts-with	RING1	NetPath	12545215;14999091;15367343	Notch	http://pathwaycommons.org/pc2/MolecularInteraction_3093e7ab5522d3a20a7be5516a2e1fdf
FHL2	interacts-with	ID2	NetPath	19417068	ID	http://pathwaycommons.org/pc2/MolecularInteraction_6cd976ca44b829e50ccb8a6a86e6d090
FHL2	in-complex-with	PELP1	NetPath			http://pathwaycommons.org/pc2/Complex_53b5e0c8710e27d9ebd34d00fb3cab94
FHL2	interacts-with	RUNX1	NetPath	18768464	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_618b427fcce3dbcef7b7506ae883dab8
FHL2	interacts-with	TNFRSF11A	NetPath	16184196	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_31990750958dbd02bdf5d7509aac13c6
FHL2	in-complex-with	TRAF6	NetPath			http://pathwaycommons.org/pc2/Complex_ffc695879f72aaff180ae303d1745192
FHL2	interacts-with	TRAF6	NetPath	16184196	RANKL	http://pathwaycommons.org/pc2/MolecularInteraction_6d951135bea0b475cb0a5b3a866ab2dd;http://pathwaycommons.org/pc2/MolecularInteraction_387b0ad4f44684c5ecf6b34acd99d185
FKBP1A	interacts-with	TGFBR1	NetPath	10025408	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_10fef3220dab9d9f177fb2b55e1f149f
FKBP5	interacts-with	IKBKE	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_10f89a4913975604a0d62e45456f893f
FKBP5	interacts-with	MAP3K1	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_ef735f43691022a97e93393f922103ff
FKBP5	interacts-with	MAP3K7	NetPath	14743216	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_c3dc1ff29611e94cdef25f21b42615f4
FLNA	interacts-with	SH2B1	NetPath	21566085	Prolactin	http://pathwaycommons.org/pc2/MolecularInteraction_85e99838ce348e51acbcf693e7081975
FLNA	interacts-with	TRAF2	NetPath	10617615	TNFalpha	http://pathwaycommons.org/pc2/MolecularInteraction_93c8b9a23648b2372a2c3d7c4170210c
FLOT1	in-complex-with	FLOT2	NetPath			http://pathwaycommons.org/pc2/Complex_4661e06b6cceb15f7b5ce91f0f5b307b;http://pathwaycommons.org/pc2/Complex_7cc88a68f0643a2f207744e05e40b430
FLOT1	interacts-with	FLOT2	NetPath	19318123	EGFR1	http://pathwaycommons.org/pc2/MolecularInteraction_2a3b0ef55b0c82f413e1533bd9fdfa2f
FNTA	interacts-with	TGFBR1	NetPath	8530343	TGF_beta_Receptor	http://pathwaycommons.org/pc2/MolecularInteraction_2edfeaf1e3cad8ae4eb9d5b723955df0
FOSB	interacts-with	JUNB	NetPath	18048365	BCR	http://pathwaycommons.org/pc2/MolecularInteraction_e401187e9e3db24a32f0debd44b480df
