Interaction ID	Uniprot1	Uniprot2	Name1	Name2	Entrez1	Entrez2	Ensembl1	Ensembl2	Method	Source	Pubmed ID	Method score	Annotation score	Total score	Confidence	Type	Pathway
98601.html	P28482	P19419	MAPK1	ELK1	5594	2002	ENST00000215832 [P28482-1];ENST00000398822 [P28482-1];ENST00000544786 [P28482-2]	ENST00000247161 [P19419-1];ENST00000343894 [P19419-2];ENST00000376983 [P19419-1]	phosphorylation reaction;direct interaction;physical association	intact	8386592;8208531;12220533;10644696;15782123;21655091;15967991;20371703;16291755;9130707;12594221;15655247;8846788;8586671;12788955;11279280;12551925;11857080	0.97239	0.6	0.763828514785878	High	Small-scale	hsa04010;hsa04012;hsa04014;hsa04510;hsa04910;hsa04912;hsa04921;hsa05020;hsa05140;hsa05161;hsa05205;hsa05213
47750.html	Q9H1A4	Q9UJX5	ANAPC1	ANAPC4	64682	29945	ENST00000341068	ENST00000315368 [Q9UJX5-1];ENST00000510092 [Q9UJX5-3]	physical association;association	intact	23078409;25490258;12956947;20360068;26083744;25043029;11076961;24464857	0.9106	0.6	0.739161687318817	High	Small-scale	hsa04110
482702.html	Q13177	P53667	PAK2	LIMK1	5062	3984	ENST00000327134	ENST00000336180 [P53667-1];ENST00000435201 [P53667-3];ENST00000538333 [P53667-4]	phosphorylation reaction;direct interaction	intact	16837009	0.53982	1	0.734724438139906	High	Small-scale	hsa04360;hsa04810
411693.html	O43187	Q9NWZ3	IRAK2	IRAK4	3656	51135	ENST00000256458	ENST00000431837 [Q9NWZ3-2];ENST00000440781 [Q9NWZ3-2];ENST00000551736 [Q9NWZ3-1];ENST00000613694 [Q9NWZ3-1]	physical association;association	intact	21903422;20485341	0.62202	1	0.788682445601523	High	Small-scale	hsa05152
415903.html	P18206	Q9Y490	VCL	TLN1	7414	7094	ENST00000211998 [P18206-1];ENST00000372755 [P18206-2]	ENST00000314888	direct interaction;physical association;association	intact	15070891;26496610;15988023	0.68103	1	0.825245418042415	High	Small-scale	hsa04510
472310.html	P13591	P13591	NCAM1	NCAM1	4684	4684	ENST00000316851 [P13591-2];ENST00000529356 [P13591-6];ENST00000531044 [P13591-1];ENST00000621128 [P13591-4];ENST00000621850 [P13591-3]	ENST00000316851 [P13591-2];ENST00000529356 [P13591-6];ENST00000531044 [P13591-1];ENST00000621128 [P13591-4];ENST00000621850 [P13591-3]	direct interaction;physical association	intact	21115007;7854457;7624364	0.67286	1	0.820280439849689	High	Small-scale	hsa04514
496862.html	P41597	P13500	CCR2	CCL2	729230	6347	ENST00000292301 [P41597-1];ENST00000400888 [P41597-1];ENST00000445132 [P41597-2]	ENST00000225831	direct interaction;physical association	dip	10770925;9115216;8530354;10529171;10488147;9287323;11470772;9336350;9312096;9169459	0.90684	1	0.952281470994789	High	Small-scale	hsa04060;hsa04062
508371.html	O75886	P29597	STAM2	TYK2	10254	7297	ENST00000263904 [O75886-1]	ENST00000264818;ENST00000525621	direct interaction;physical association	biogrid	10899310	0.46361	1	0.680889124601062	High	Small-scale	hsa04630
305992.html	P00533	P46108	EGFR	CRK	1956	1398	ENST00000275493 [P00533-1];ENST00000342916 [P00533-4];ENST00000344576 [P00533-3];ENST00000420316 [P00533-2]	ENST00000300574 [P46108-1];ENST00000398970 [P46108-2]	direct interaction;physical association	intact	16273093;9642287;12198159;11956190;24658140;9617486;16729043;8875975;9480911;25402006;10595738	0.94931	1	0.974325407653932	High	Small-scale	hsa04012;hsa04015
204602.html	P10586	P35568	PTPRF	IRS1	5792	3667	ENST00000359947 [P10586-1];ENST00000438120 [P10586-2]	ENST00000305123	direct interaction	hprd	10660596;8732688;15588985	0.48037	0.6	0.536863111044147	High	Small-scale	hsa04910;hsa04931
288274.html	P12931	P08581	SRC	MET	6714	4233	ENST00000358208 [P12931-1];ENST00000373558 [P12931-2];ENST00000373567 [P12931-1];ENST00000373578 [P12931-1]	ENST00000318493 [P08581-2];ENST00000397752 [P08581-1];ENST00000436117 [P08581-3]	direct interaction;physical association;association	intact	20624308;24728074;9837958;24034250	0.76259	1	0.873263992158156	High	Small-scale	hsa01521
314482.html	Q00534	P24385	CDK6	CCND1	1021	595	ENST00000265734;ENST00000424848	ENST00000227507	direct interaction;physical association;association	intact	17517622;24855949;10580009;11360184;9178893;19075005;11739795;15232106	0.93289	1	0.965862309027534	High	Small-scale	hsa05212
410572.html	P31749	Q96B36	AKT1	AKT1S1	207	84335	ENST00000349310 [P31749-1];ENST00000402615 [P31749-1];ENST00000407796 [P31749-1];ENST00000554581 [P31749-1];ENST00000554848 [P31749-1];ENST00000555528 [P31749-1]	ENST00000344175 [Q96B36-1];ENST00000391831 [Q96B36-1];ENST00000391832 [Q96B36-1];ENST00000391833 [Q96B36-1];ENST00000391834 [Q96B36-1];ENST00000391835 [Q96B36-3]	direct interaction	biogrid	14973226;12524439;17386266	0.62067	0.6	0.610247490777308	High	Small-scale	hsa04150;hsa04211;hsa04213
400685.html	P55773	P32246	CCL23	CCR1	6368	1230	ENST00000610342 [P55773-2];ENST00000612516;ENST00000615050;ENST00000632633 [P55773-1]	ENST00000296140	direct interaction	biogrid	9558365;9886417;10660125	0.62067	0.9	0.747397484609093	High	Small-scale	hsa04060;hsa04062
379461.html	P27037	A8K571	ACVR2A	BMP7	92	655	ENST00000241416 [P27037-1];ENST00000404590 [P27037-1];ENST00000535787 [P27037-2]		direct interaction	hprd	12667445;9748228	0.40393	1	0.635554875679512	High	Small-scale	hsa04060
544511.html	P35244	P54132	RPA3	BLM	6119	641	ENST00000223129;ENST00000396682	ENST00000355112	physical association;association	intact	24126761;24332808;12724401;15775963	0.74011	0.6	0.666382772886575	High	Small-scale	hsa03460
415950.html	P53667	O96013	LIMK1	PAK4	3984	10298	ENST00000336180 [P53667-1];ENST00000435201 [P53667-3];ENST00000538333 [P53667-4]	ENST00000321944 [O96013-4];ENST00000358301 [O96013-1];ENST00000360442 [O96013-1];ENST00000593690 [O96013-1];ENST00000599386 [O96013-3];ENST00000599470 [O96013-3]	direct interaction	biogrid	11413130	0.47896	1	0.692069360685763	High	Small-scale	hsa04360;hsa04810
244002.html	P35372	P04899	OPRM1	GNAI2	4988	2771	ENST00000229768 [P35372-3];ENST00000330432 [P35372-1];ENST00000337049 [P35372-5];ENST00000414028 [P35372-4];ENST00000419506 [P35372-9];ENST00000428397 [P35372-2];ENST00000434900 [P35372-10];ENST00000435918 [P35372-8];ENST00000452687 [P35372-7];ENST00000518759 [P35372-13];ENST00000519083 [P35372-6];ENST00000520708 [P35372-12];ENST00000522236 [P35372-12];ENST00000522555 [P35372-12];ENST00000522739 [P35372-6];ENST00000524150 [P35372-18];ENST00000524163 [P35372-11]	ENST00000266027 [P04899-6];ENST00000313601 [P04899-1];ENST00000422163 [P04899-5];ENST00000440628 [P04899-6];ENST00000451956 [P04899-3]	direct interaction	hprd	12068084	0.27808	0.9	0.50027192605622	High	Small-scale	hsa04915;hsa05032
101315.html	Q9Y5W5	P04628	WIF1	WNT1	11197	7471	ENST00000286574	ENST00000293549	physical association	biogrid	19174556	0.3819	0.6	0.478685700642917	High	Small-scale	hsa04310
463336.html	Q9HAV0	P08754	GNB4	GNAI3	59345	2773	ENST00000232564;ENST00000468623	ENST00000369851	direct interaction;physical association	biogrid	26186194;16371464	0.58918	1	0.767580614658812	High	Small-scale	hsa04062
322929.html	Q13158	Q99836	FADD	MYD88	8772	4615	ENST00000301838	ENST00000443433;ENST00000495303	direct interaction;physical association	intact	10880445;11828002;21988832	0.65659	0.9	0.768720365282461	High	Small-scale	hsa04620;hsa05152
451171.html	O14654	Q92569	IRS4	PIK3R3	8471	8503	ENST00000372129	ENST00000262741 [Q92569-1];ENST00000372006 [Q92569-1];ENST00000420542 [Q92569-1];ENST00000423209 [Q92569-2]	physical association;association	intact	25036637	0.47806	0.6	0.535570723621073	High	High-throughput	hsa04022;hsa04068;hsa04152;hsa04211;hsa04213;hsa04910;hsa04923;hsa04930
474706.html	O43929	Q14566	ORC4	MCM6	5000	4175	ENST00000264169 [O43929-1];ENST00000392857 [O43929-1];ENST00000535373 [O43929-1];ENST00000536575 [O43929-2];ENST00000540442 [O43929-3]	ENST00000264156	direct interaction	biogrid	12614612	0.38507	0.6	0.48066828478692	High	Small-scale	hsa04110
20041.html	P47871	P01275	GCGR	GCG	2642	2641	ENST00000400723	ENST00000375497;ENST00000418842	direct interaction	hprd	8382034	0.27808	1	0.527332911925664	High	Small-scale	hsa04922
249879.html	P04792	Q16644	HSPB1	MAPKAPK3	3315	7867	ENST00000248553	ENST00000357955;ENST00000446044;ENST00000621469	phosphorylation reaction;direct interaction;physical association	intact	25241761;8774846;21575178	0.70622	0.6	0.650947002451044	High	Small-scale	hsa04010;hsa04370
438242.html	Q92769	P10827	HDAC2	THRA	3066	7067	ENST00000368632 [Q92769-3];ENST00000519065 [Q92769-1];ENST00000519108 [Q92769-3]	ENST00000264637 [P10827-1];ENST00000394121 [P10827-1];ENST00000450525 [P10827-2];ENST00000546243 [P10827-2];ENST00000584985 [P10827-3]	direct interaction	hprd	10508171	0.27808	0.6	0.408470317159032	High	Small-scale	hsa04919
289873.html	Q9UBD5	P33993	ORC3	MCM7	23595	4176	ENST00000257789 [Q9UBD5-2];ENST00000392844 [Q9UBD5-1];ENST00000546266 [Q9UBD5-3]	ENST00000303887 [P33993-1];ENST00000343023 [P33993-2];ENST00000354230 [P33993-3];ENST00000621318 [P33993-3]	direct interaction	intact	12614612;15232106	0.62868	0.6	0.614172614172921	High	Small-scale	hsa04110
291139.html	P51449	Q99743	RORC	NPAS2	6097	4862	ENST00000318247 [P51449-1];ENST00000356728 [P51449-2]	ENST00000335681	direct interaction;physical association	intact	23555304	0.43029	0.6	0.508108256181692	High	High-throughput	hsa04710
430931.html	Q6UWB1	P42224	IL27RA	STAT1	9466	6772	ENST00000263379	ENST00000361099 [P42224-1];ENST00000392322 [P42224-2];ENST00000409465 [P42224-1]	direct interaction;physical association	biogrid	12734330	0.52419	0.8	0.647573934002906	High	Small-scale	hsa04659
534642.html	P08581	O00459	MET	PIK3R2	4233	5296	ENST00000318493 [P08581-2];ENST00000397752 [P08581-1];ENST00000436117 [P08581-3]	ENST00000222254;ENST00000617130	direct interaction	intact	24728074	0.41838	1	0.646823005156743	High	High-throughput	hsa04510;hsa05230
174487.html	P43146	P55211	DCC	CASP9	1630	842	ENST00000442544	ENST00000333868 [P55211-1];ENST00000348549 [P55211-2];ENST00000375890 [P55211-4]	direct interaction;physical association	biogrid	19721007;16537496;11248093	0.72888	0.6	0.661307795205833	High	Small-scale	hsa05200;hsa05210
413334.html	Q9UBU7	P33991	DBF4	MCM4	10926	4173	ENST00000265728 [Q9UBU7-1];ENST00000413643 [Q9UBU7-2]	ENST00000262105;ENST00000523944	direct interaction	biogrid	12614612;10846177	0.58854	0.6	0.594242374793316	High	Small-scale	hsa04110
379967.html	P04070	Q9UNN8	PROC	PROCR	5624	10544	ENST00000234071 [P04070-1]	ENST00000216968	direct interaction	biogrid	11099506;10681521	0.54423	0.55	0.547107393479562	High	Small-scale	hsa04610
468388.html	P29992	P28223	GNA11	HTR2A	2767	3356	ENST00000078429	ENST00000378688 [P28223-1];ENST00000542664 [P28223-1];ENST00000543956 [P28223-2]	direct interaction	hprd	11916537	0.27808	1	0.527332911925664	High	Small-scale	hsa04020;hsa04540
175988.html	P43026	O00238	GDF5	BMPR1B	8200	658	ENST00000374369;ENST00000374372	ENST00000264568 [O00238-1];ENST00000394931 [O00238-1];ENST00000440890 [O00238-2];ENST00000509540 [O00238-1];ENST00000512312 [O00238-1];ENST00000515059 [O00238-1]	direct interaction	intact	9525338;16127465;19229295;11282024	0.78901	1	0.888262348633555	High	Small-scale	hsa04390
289844.html	P10747	P42081	CD28	CD86	940	942	ENST00000324106 [P10747-1];ENST00000374481 [P10747-2];ENST00000458610 [P10747-7]	ENST00000264468 [P42081-4];ENST00000330540 [P42081-1];ENST00000393627 [P42081-3];ENST00000469710 [P42081-6];ENST00000493101 [P42081-5]	direct interaction	dip	7513726;21931534;11021528	0.62067	1	0.787826122948459	High	Small-scale	hsa04514;hsa04672;hsa04940;hsa05320;hsa05322;hsa05330;hsa05332;hsa05416
173479.html	Q12933	Q5VWQ8	TRAF2	DAB2IP	7186	153090	ENST00000247668 [Q12933-1]	ENST00000259371 [Q5VWQ8-5];ENST00000309989 [Q5VWQ8-2];ENST00000408936 [Q5VWQ8-1]	physical association	biogrid	24912918;15310755;17389591	0.68347	0.6	0.640376451784417	High	Small-scale	hsa04210
336019.html	P45983	P60953	MAPK8	CDC42	5599	998	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	ENST00000315554 [P60953-1];ENST00000344548 [P60953-2];ENST00000400259 [P60953-2]	physical association;association	intact	25241761;25284480	0.54306	1	0.736926047850122	High	Small-scale	hsa04014;hsa04933;hsa05132
14323.html	P31785	P05112	IL2RG	IL4	3561	3565	ENST00000374202 [P31785-1];ENST00000456850 [P31785-2]	ENST00000231449 [P05112-1];ENST00000350025 [P05112-2]	direct interaction;association	intact	8266078	0.44411	1	0.66641578612755	High	Small-scale	hsa04060;hsa04151;hsa04630;hsa04659;hsa05321
291589.html	P50613	P24941	CDK7	CDK2	1022	1017	ENST00000256443;ENST00000615305	ENST00000266970 [P24941-1];ENST00000354056 [P24941-2]	direct interaction;physical association;association	intact	16191191;25852190;16327805;11113184;23455922;23064645;10393546;7629134;15530371;15282296;8692842;8647086	0.9639	1	0.981784090317214	High	Small-scale	hsa04110
406913.html	A9UGY9	Q9H0Y0	ATG5	ATG10	9474	83734		ENST00000282185 [Q9H0Y0-1];ENST00000355178 [Q9H0Y0-2];ENST00000458350 [Q9H0Y0-1];ENST00000513443 [Q9H0Y0-2]	direct interaction	hprd	12482611	0.38507	0.5	0.438788103758523	High	Small-scale	hsa04140
452706.html	Q92569	P08069	PIK3R3	IGF1R	8503	3480	ENST00000262741 [Q92569-1];ENST00000372006 [Q92569-1];ENST00000420542 [Q92569-1];ENST00000423209 [Q92569-2]	ENST00000268035	direct interaction;physical association	intact	9524259;25241761;17360667;9415396	0.80647	1	0.898036747577737	High	Small-scale	hsa01522;hsa04066;hsa04213;hsa04510;hsa04550;hsa05200;hsa05205;hsa05214;hsa05215;hsa05224
101396.html	P45983	P45983	MAPK8	MAPK8	5599	5599	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	ENST00000360332 [P45983-5];ENST00000374176 [P45983-4];ENST00000374179 [P45983-3];ENST00000374182 [P45983-2];ENST00000374189 [P45983-1];ENST00000395611 [P45983-4]	direct interaction;physical association	biogrid	20194509;23602568	0.58918	1	0.767580614658812	High	Small-scale	hsa04932
195349.html	Q06330	Q04721	RBPJ	NOTCH2	3516	4853	ENST00000342295 [Q06330-1];ENST00000342320 [Q06330-6];ENST00000345843 [Q06330-4];ENST00000348160 [Q06330-7];ENST00000355476 [Q06330-6];ENST00000361572 [Q06330-1];ENST00000507561 [Q06330-5]	ENST00000256646	direct interaction;physical association;association	intact	26186194;9032325;26496610;25609649	0.80474	1	0.897073018209778	High	Small-scale	hsa04330;hsa04658
448217.html	Q00987	O15151	MDM2	MDM4	4193	4194	ENST00000258149 [Q00987-11];ENST00000299252 [Q00987-5];ENST00000360430 [Q00987-2];ENST00000393413 [Q00987-4]	ENST00000367182 [O15151-1];ENST00000367183 [O15151-4];ENST00000454264 [O15151-5]	direct interaction;physical association;association	intact	22902369;26359458;20473904;20705607;25825738;12393902;19838211;10218570;26001071;10608892;23946421;23671280;19683495;25703327;16055726;17301054;22493164;17616658;24755078;12483531;22120712;12370303;22266850;12860999;18219319;19619542;12874296;16227609;25512388;23028042;15604276;17159902;25105592;25659040;25384516;21988832;11606419;18566590;24813712;20484049;21925390;10827196;25809483;20724842	0.99179	1	0.995886539722272	High	Small-scale	hsa04115
499567.html	P05231	P40189	IL6	IL6ST	3569	3572	ENST00000258743;ENST00000404625	ENST00000336909 [P40189-1];ENST00000381287 [P40189-2];ENST00000381294 [P40189-3];ENST00000381298 [P40189-1];ENST00000502326 [P40189-1];ENST00000522633 [P40189-2]	direct interaction	dip	11251120;7744001;14557255	0.68125	1	0.825378700960959	High	Small-scale	hsa04060;hsa04630;hsa04659
438000.html	Q7L576	P51114	CYFIP1	FXR1	23191	8087	ENST00000610365 [Q7L576-1];ENST00000617556 [Q7L576-2];ENST00000617928 [Q7L576-1]	ENST00000305586 [P51114-3];ENST00000357559 [P51114-1];ENST00000445140 [P51114-2]	physical association	biogrid	11438699	0.3819	0.6	0.478685700642917	High	Small-scale	hsa03013
393882.html	P04439	P04439	HLA-A	HLA-A	3105	3105	ENST00000376809;ENST00000396634	ENST00000376809;ENST00000396634	direct interaction	hprd	8760804;8617928;12853576;9531263	0.53389	1	0.730677767555576	High	Small-scale	hsa04612;hsa05169
401420.html	Q96A54	Q15831	ADIPOR1	STK11	51094	6794	ENST00000340990	ENST00000326873 [Q15831-1]	direct interaction;physical association	intact	25640309	0.48768	0.55	0.517903465908464	High	High-throughput	hsa04920
169184.html	P17676	P19838	CEBPB	NFKB1	1051	4790	ENST00000303004 [P17676-1]	ENST00000226574 [P19838-2];ENST00000394820 [P19838-1];ENST00000505458 [P19838-1];ENST00000600343 [P19838-3]	direct interaction	biogrid	1518839	0.41838	1	0.646823005156743	High	Small-scale	hsa05152
12421.html	P42830	P25025	CXCL5	CXCR2	6374	3579	ENST00000296027	ENST00000318507	direct interaction;physical association	dip	9692902;8702798	0.56617	1	0.752442688847463	High	Small-scale	hsa04060;hsa04062
129918.html	P30304	O96017	CDC25A	CHEK2	993	11200	ENST00000302506 [P30304-1];ENST00000351231 [P30304-2]	ENST00000328354 [O96017-1];ENST00000348295 [O96017-12];ENST00000382580 [O96017-9];ENST00000402731 [O96017-12];ENST00000403642 [O96017-4];ENST00000404276 [O96017-1];ENST00000405598 [O96017-1];ENST00000417588 [O96017-5];ENST00000433728 [O96017-8];ENST00000448511 [O96017-6]	phosphorylation reaction;direct interaction	intact	12676583;10724175;18480045;12759351;11298456	0.86959	1	0.932518096339154	High	Small-scale	hsa04110
346429.html	Q99500	P50148	S1PR3	GNAQ	1903	2776	ENST00000358157;ENST00000375846	ENST00000286548	direct interaction	hprd	10488065	0.27808	1	0.527332911925664	High	Small-scale	hsa04071
16606.html	P63027	Q16623	VAMP2	STX1A	6844	6804	ENST00000316509	ENST00000222812 [Q16623-1];ENST00000395156 [Q16623-3]	direct interaction;physical association;association	intact	10449403;unassigned1304;9030619;11832227;10100611;7553862;12093152	0.91948	1	0.95889519761025	High	Small-scale	hsa04130;hsa04721
252384.html	Q13177	P04049	PAK2	RAF1	5062	5894	ENST00000327134	ENST00000251849 [P04049-1];ENST00000442415 [P04049-2]	phosphorylation reaction;direct interaction	intact	16837009	0.53982	1	0.734724438139906	High	Small-scale	hsa04510
435581.html	B3KR02	Q02223		TNFRSF17	8741	608		ENST00000053243 [Q02223-1];ENST00000396495 [Q02223-2]	direct interaction	hprd	10973284	0.27808	1	0.527332911925664	High	Small-scale	hsa04060;hsa04672
137325.html	Q04206	Q16539	RELA	MAPK14	5970	1432	ENST00000308639 [Q04206-4];ENST00000406246 [Q04206-1]	ENST00000229794 [Q16539-1];ENST00000229795 [Q16539-2];ENST00000310795 [Q16539-4]	direct interaction;physical association	intact	21900206	0.43029	0.6	0.508108256181692	High	High-throughput	hsa04933;hsa05132
467537.html	P42574	P98170	CASP3	XIAP	836	331	ENST00000308394;ENST00000523916	ENST00000355640;ENST00000371199;ENST00000434753	direct interaction;physical association;association	intact	26186194;16543147;15507451;19698783;25241761;11257230;11359776;9230442;17069460;18723680;9525868;15200957;17291493;19273858;11927604;23979166;22072751;12624662;11447297;22815893;11257232;18521960;15650747;9384571;16869888;23074197	0.98178	0.6	0.767507654684955	High	Small-scale	hsa01524;hsa04210;hsa05145
483788.html	O75379	O14662	VAMP4	STX16	8674	8675	ENST00000236192 [O75379-1];ENST00000367740 [O75379-2];ENST00000474047 [O75379-1]	ENST00000355957 [O14662-4];ENST00000358029 [O14662-5];ENST00000359617 [O14662-6];ENST00000361830 [O14662-6];ENST00000371132 [O14662-2];ENST00000371141 [O14662-1];ENST00000467096 [O14662-3]	direct interaction;physical association	intact	11839770;unassigned1304	0.6292	1	0.793221280602078	High	Small-scale	hsa04130
45146.html	Q15118	P08559	PDK1	PDHA1	5163	5160	ENST00000282077 [Q15118-1];ENST00000392571 [Q15118-2];ENST00000410055 [Q15118-1]	ENST00000379806 [P08559-4];ENST00000422285 [P08559-1];ENST00000540249 [P08559-3];ENST00000545074 [P08559-2]	phosphorylation reaction;direct interaction;physical association	intact	26186194;12676647;7782287;11486000;11485553	0.77208	0.6	0.680623243799387	High	Small-scale	hsa04066;hsa05230
331039.html	P04626	O60674	ERBB2	JAK2	2064	3717	ENST00000269571 [P04626-1];ENST00000406381 [P04626-5];ENST00000541774 [P04626-4];ENST00000584601 [P04626-5]	ENST00000381652	direct interaction;physical association	biogrid	11940572	0.46361	1	0.680889124601062	High	Small-scale	hsa01521
