#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
intact:EBI-526084	intact:EBI-372128	uniprotkb:O54918-3	uniprotkb:Q9NP97	psi-mi:o54918-3|psi-mi:Bcl2l11|uniprotkb:Bcl2l11|uniprotkb:Bim|uniprotkb:Bcl2-interacting mediator of cell death|intact:EBI-7424890|intact:MINT-89475	psi-mi:dlrb1_human|psi-mi:DYNLRB1|uniprotkb:Q5TC72|uniprotkb:Q96IV3|uniprotkb:Q9NQM2|uniprotkb:B1AKR5|uniprotkb:DYNLRB1|uniprotkb:BITH|uniprotkb:DNLC2A|uniprotkb:HSPC162|uniprotkb:Dynein light chain 2A, cytoplasmic|uniprotkb:Dynein-associated protein Km23|uniprotkb:Bithoraxoid-like protein|uniprotkb:DNCL2A|uniprotkb:ROBLD1|uniprotkb:Roadblock domain-containing protein 1	psi-mi:"MI:0018"(two hybrid)|psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Puthalakath et al. (1999)	pubmed:10198631|mint:MINT-5211354	taxid:10090(mouse)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-526268|intact:EBI-526131|intact:EBI-526288	intact-miscore:0.5079592
intact:EBI-303996	intact:EBI-1772203	uniprotkb:P29590-2	uniprotkb:O14746	psi-mi:p29590-2|psi-mi:PML|uniprotkb:PML|uniprotkb:MYL|uniprotkb:RNF71|uniprotkb:TRIM19|uniprotkb:RING finger protein 71|uniprotkb:Tripartite motif-containing protein 19|uniprotkb:PML-2|uniprotkb:PML-V|uniprotkb:TRIM19beta|uniprotkb:Promyelocytic leukemia protein|uniprotkb:PP8675	psi-mi:tert_human|psi-mi:TERT|uniprotkb:O14783|uniprotkb:Q2XS35|uniprotkb:Q8N6C3|uniprotkb:Q8NG46|uniprotkb:Q8NG38|uniprotkb:TERT|uniprotkb:EST2|uniprotkb:TCS1|uniprotkb:TRT|uniprotkb:Telomerase catalytic subunit|uniprotkb:HEST2|uniprotkb:Telomerase-associated protein 2	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)|psi-mi:"MI:0416"(fluorescence microscopy)	Oh et al. (2009)	pubmed:19567472|imex:IM-22113	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1332"(bhf-ucl)	intact:EBI-8761622|intact:EBI-8761476	intact-miscore:0.46269515
intact:EBI-304004	intact:EBI-1772203	uniprotkb:P29590-4	uniprotkb:O14746	psi-mi:p29590-4|psi-mi:PML|uniprotkb:PML|uniprotkb:MYL|uniprotkb:RNF71|uniprotkb:TRIM19|uniprotkb:RING finger protein 71|uniprotkb:Tripartite motif-containing protein 19|uniprotkb:PML-3B|uniprotkb:PML-VI|uniprotkb:TRIM19epsilon|uniprotkb:Promyelocytic leukemia protein|uniprotkb:PP8675	psi-mi:tert_human|psi-mi:TERT|uniprotkb:O14783|uniprotkb:Q2XS35|uniprotkb:Q8N6C3|uniprotkb:Q8NG46|uniprotkb:Q8NG38|uniprotkb:TERT|uniprotkb:EST2|uniprotkb:TCS1|uniprotkb:TRT|uniprotkb:Telomerase catalytic subunit|uniprotkb:HEST2|uniprotkb:Telomerase-associated protein 2	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)|psi-mi:"MI:0416"(fluorescence microscopy)	Oh et al. (2009)	pubmed:19567472|imex:IM-22113	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0403"(colocalization)	psi-mi:"MI:1332"(bhf-ucl)	intact:EBI-8761456|intact:EBI-8761630	intact-miscore:0.46269515
intact:EBI-1760079	intact:EBI-9247467	uniprotkb:Q9NRW1	uniprotkb:Q02410-1	psi-mi:rab6b_human|psi-mi:RAB6B|uniprotkb:D3DND3|uniprotkb:B2R5Z9|uniprotkb:Q92929|uniprotkb:B7Z337|uniprotkb:RAB6B	psi-mi:q02410-1|psi-mi:APBA1|uniprotkb:APBA1|uniprotkb:MINT1|uniprotkb:X11|uniprotkb:Adapter protein X11alpha|uniprotkb:Neuron-specific X11 protein|uniprotkb:Neuronal Munc18-1-interacting protein 1	psi-mi:"MI:0055"(fluorescent resonance energy transfer)|psi-mi:"MI:0018"(two hybrid)|psi-mi:"MI:0096"(pull down)	Thyrock et al. (2013)	pubmed:23737971|imex:IM-21673	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-8840419|intact:EBI-8840571|intact:EBI-8840307	intact-miscore:0.5811543
intact:EBI-9247467	intact:EBI-8851226	uniprotkb:Q02410-1	uniprotkb:P20340-1	psi-mi:q02410-1|psi-mi:APBA1|uniprotkb:APBA1|uniprotkb:MINT1|uniprotkb:X11|uniprotkb:Adapter protein X11alpha|uniprotkb:Neuron-specific X11 protein|uniprotkb:Neuronal Munc18-1-interacting protein 1	psi-mi:p20340-1|psi-mi:RAB6A|uniprotkb:Rab-6a|uniprotkb:RAB6A|uniprotkb:RAB6	psi-mi:"MI:0055"(fluorescent resonance energy transfer)|psi-mi:"MI:0018"(two hybrid)	Thyrock et al. (2013)	pubmed:23737971|imex:IM-21673	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-8840304|intact:EBI-8840574	intact-miscore:0.5079592
intact:EBI-1052826	intact:EBI-9247467	uniprotkb:P20340	uniprotkb:Q02410-1	psi-mi:rab6a_human|psi-mi:RAB6A|uniprotkb:Q5U0A8|uniprotkb:Q9UBE4|uniprotkb:A8K133|uniprotkb:Q1W5D8|uniprotkb:B7Z772|uniprotkb:F5H668|uniprotkb:RAB6A|uniprotkb:RAB6	psi-mi:q02410-1|psi-mi:APBA1|uniprotkb:APBA1|uniprotkb:MINT1|uniprotkb:X11|uniprotkb:Adapter protein X11alpha|uniprotkb:Neuron-specific X11 protein|uniprotkb:Neuronal Munc18-1-interacting protein 1	psi-mi:"MI:0096"(pull down)	Thyrock et al. (2013)	pubmed:23737971|imex:IM-21673	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-8840423	intact-miscore:0.40116468
intact:EBI-716346	intact:EBI-9103020	uniprotkb:O60260	uniprotkb:Q9Y3I1-2	psi-mi:prkn_human|psi-mi:PRKN|uniprotkb:A3FG77|uniprotkb:Q5TFV8|uniprotkb:Q6Q2I6|uniprotkb:Q8NI41|uniprotkb:Q8NI43|uniprotkb:Q8NI44|uniprotkb:D3JZW7|uniprotkb:D3K2X0|uniprotkb:Q5VVX4|uniprotkb:Q8WW07|uniprotkb:A8K975|uniprotkb:PRKN|uniprotkb:PARK2|uniprotkb:Parkin RBR E3 ubiquitin-protein ligase|uniprotkb:Parkinson juvenile disease protein 2|dip:DIP-37655N	psi-mi:q9y3i1-2|psi-mi:FBXO7|uniprotkb:FBXO7|uniprotkb:FBX7	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Burchell et al. (2013)	pubmed:23933751|imex:IM-22049	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9102985	intact-miscore:0.40116468
intact:EBI-991162	intact:EBI-9080016	uniprotkb:Q9Z254	uniprotkb:Q66T02-2	psi-mi:gipc1_rat|psi-mi:Gipc1|uniprotkb:Q6GR70|uniprotkb:Q9QUQ4|uniprotkb:RGS19-interacting protein 1|uniprotkb:GAIP C-terminus-interacting protein|uniprotkb:RGS-GAIP-interacting protein|uniprotkb:GLUT1 C-terminal-binding protein|uniprotkb:Gipc1|uniprotkb:Gipc|uniprotkb:Rgs19ip1|uniprotkb:Synectin	psi-mi:q66t02-2|psi-mi:Plekhg5|uniprotkb:SYX2|uniprotkb:Plekhg5|uniprotkb:Kiaa0720|uniprotkb:Syx|uniprotkb:Synectin-binding RhoA exchange factor	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liu et al. (2006)	imex:IM-22031|pubmed:16467373	taxid:10116(rat)	taxid:10090(mouse)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9080014	intact-miscore:0.40116468
intact:EBI-9080016	intact:EBI-6122328	uniprotkb:Q66T02-2	uniprotkb:P02563	psi-mi:q66t02-2|psi-mi:Plekhg5|uniprotkb:SYX2|uniprotkb:Plekhg5|uniprotkb:Kiaa0720|uniprotkb:Syx|uniprotkb:Synectin-binding RhoA exchange factor	psi-mi:myh6_rat|psi-mi:Myh6|uniprotkb:Q63351|uniprotkb:Myh6|uniprotkb:Myosin heavy chain 6|uniprotkb:Myosin heavy chain, cardiac muscle alpha isoform	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Liu et al. (2006)	imex:IM-22031|pubmed:16467373	taxid:10090(mouse)	taxid:10116(rat)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9080049	intact-miscore:0.40116468
intact:EBI-78473	intact:EBI-9080418	uniprotkb:P03372	uniprotkb:Q16881-5	psi-mi:esr1_human|psi-mi:ESR1|uniprotkb:Q6MZQ9|uniprotkb:Q13511|uniprotkb:Q14276|uniprotkb:Q9NU51|uniprotkb:Q9UDZ7|uniprotkb:Q9UIS7|uniprotkb:Q5T5H7|uniprotkb:ESR1|uniprotkb:ESR|uniprotkb:NR3A1|uniprotkb:Estradiol receptor|uniprotkb:ER-alpha|uniprotkb:Nuclear receptor subfamily 3 group A member 1	psi-mi:q16881-5|psi-mi:TXNRD1|uniprotkb:I|uniprotkb:TXNRD1_v1|uniprotkb:TrxR1a|uniprotkb:TXNRD1|uniprotkb:GRIM12|uniprotkb:KDRF|uniprotkb:Gene associated with retinoic and interferon-induced mortality 12 protein|uniprotkb:KM-102-derived reductase-like factor|uniprotkb:Thioredoxin reductase TR1	psi-mi:"MI:0663"(confocal microscopy)|psi-mi:"MI:0096"(pull down)	Damdimopoulos et al. (2004)	pubmed:15199063|imex:IM-22101	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0403"(colocalization)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9080432|intact:EBI-9080610	intact-miscore:0.46269515
intact:EBI-78505	intact:EBI-9080418	uniprotkb:Q92731	uniprotkb:Q16881-5	psi-mi:esr2_human|psi-mi:ESR2|uniprotkb:A8K8K5|uniprotkb:O60608|uniprotkb:O60685|uniprotkb:O60702|uniprotkb:O60703|uniprotkb:O75583|uniprotkb:O75584|uniprotkb:Q86Z31|uniprotkb:Q9UEV6|uniprotkb:Q9UHD3|uniprotkb:Q9UQK9|uniprotkb:Q0MWT5|uniprotkb:Q0MWT6|uniprotkb:G3V5M5|uniprotkb:ESR2|uniprotkb:ESTRB|uniprotkb:NR3A2|uniprotkb:Nuclear receptor subfamily 3 group A member 2	psi-mi:q16881-5|psi-mi:TXNRD1|uniprotkb:I|uniprotkb:TXNRD1_v1|uniprotkb:TrxR1a|uniprotkb:TXNRD1|uniprotkb:GRIM12|uniprotkb:KDRF|uniprotkb:Gene associated with retinoic and interferon-induced mortality 12 protein|uniprotkb:KM-102-derived reductase-like factor|uniprotkb:Thioredoxin reductase TR1	psi-mi:"MI:0096"(pull down)	Damdimopoulos et al. (2004)	pubmed:15199063|imex:IM-22101	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9080448	intact-miscore:0.40116468
intact:EBI-9080418	intact:EBI-286285	uniprotkb:Q16881-5	uniprotkb:P10827	psi-mi:q16881-5|psi-mi:TXNRD1|uniprotkb:I|uniprotkb:TXNRD1_v1|uniprotkb:TrxR1a|uniprotkb:TXNRD1|uniprotkb:GRIM12|uniprotkb:KDRF|uniprotkb:Gene associated with retinoic and interferon-induced mortality 12 protein|uniprotkb:KM-102-derived reductase-like factor|uniprotkb:Thioredoxin reductase TR1	psi-mi:tha_human|psi-mi:THRA|uniprotkb:P21205|uniprotkb:Q8N6A1|uniprotkb:Q96H73|uniprotkb:A8K3B5|uniprotkb:Nuclear receptor subfamily 1 group A member 1|uniprotkb:EAR7|uniprotkb:c-erbA-1|uniprotkb:c-erbA-alpha|uniprotkb:THRA|uniprotkb:ERBA1|uniprotkb:NR1A1|uniprotkb:THRA1|uniprotkb:THRA2|uniprotkb:V-erbA-related protein 7	psi-mi:"MI:0096"(pull down)	Damdimopoulos et al. (2004)	pubmed:15199063|imex:IM-22101	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-9080560	intact-miscore:0.40116468
intact:EBI-9350848	intact:EBI-9350855	uniprotkb:O95292-1	uniprotkb:O95292-2	psi-mi:o95292-1|psi-mi:VAPB|uniprotkb:VAP-B|uniprotkb:VAPB|uniprotkb:UNQ484/PRO983	psi-mi:o95292-2|psi-mi:VAPB|uniprotkb:VAP-C|uniprotkb:VAPB|uniprotkb:UNQ484/PRO983	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kukihara et al. (2009)	pubmed:19515777|imex:IM-25931	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(HPIDb)	intact:EBI-9350862	intact-miscore:0.40116468
intact:EBI-1059156	intact:EBI-9350855	uniprotkb:Q9P0L0	uniprotkb:O95292-2	psi-mi:vapa_human|psi-mi:VAPA|uniprotkb:Q9UBZ2|uniprotkb:O75453|uniprotkb:Q5U0E7|uniprotkb:A6NDZ0|uniprotkb:D3DUI3|uniprotkb:VAPA|uniprotkb:VAP33|uniprotkb:33 kDa VAMP-associated protein|intact:EBI-2556404|intact:EBI-2512000	psi-mi:o95292-2|psi-mi:VAPB|uniprotkb:VAP-C|uniprotkb:VAPB|uniprotkb:UNQ484/PRO983	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Kukihara et al. (2009)	pubmed:19515777|imex:IM-25931	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:1335"(HPIDb)	intact:EBI-9350887	intact-miscore:0.40116468
intact:EBI-8614640	intact:EBI-994549	uniprotkb:P29994	uniprotkb:P54256-1	psi-mi:itpr1_rat|psi-mi:Itpr1|uniprotkb:Q62869|uniprotkb:Itpr1|uniprotkb:Insp3r|uniprotkb:Type 1 inositol 1,4,5-trisphosphate receptor|uniprotkb:IP3 receptor isoform 1|intact:MINT-5026585	psi-mi:p54256-1|psi-mi:Hap1|uniprotkb:Long|uniprotkb:Hap1	psi-mi:"MI:0018"(two hybrid)	Tang et al. (2003)	pubmed:12873381|imex:IM-23002	taxid:10116(rat)	taxid:10116(rat)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-9674298	intact-miscore:0.36784992
intact:EBI-10898504	intact:EBI-373586	uniprotkb:O75952-1	uniprotkb:P49841	psi-mi:o75952-1|psi-mi:CABYR|uniprotkb:CABYR|uniprotkb:CBP86|uniprotkb:FSP2|uniprotkb:Calcium-binding protein 86|uniprotkb:Cancer/testis antigen 88|uniprotkb:Fibrousheathin II|uniprotkb:Fibrousheathin-2|uniprotkb:Testis-specific calcium-binding protein CBP86	psi-mi:gsk3b_human|psi-mi:GSK3B|uniprotkb:Q9BWH3|uniprotkb:Q9UL47|uniprotkb:D3DN89|uniprotkb:GSK3B|uniprotkb:Serine/threonine-protein kinase GSK3B	psi-mi:"MI:0018"(two hybrid)|psi-mi:"MI:0096"(pull down)	Hsu et al. (2005)	imex:IM-25005|pubmed:15752768	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)|psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-10900933|intact:EBI-10901155	intact-miscore:0.5079592
intact:EBI-741515	intact:EBI-717672	uniprotkb:Q9NVV9	uniprotkb:Q9NUQ8	psi-mi:thap1_human|psi-mi:THAP1|uniprotkb:Q53FQ1|uniprotkb:Q6IA99|uniprotkb:A6NCB6|uniprotkb:D3DSY5|uniprotkb:H9KV49|uniprotkb:THAP1	psi-mi:abcf3_human|psi-mi:ABCF3|uniprotkb:Q86UA2|uniprotkb:Q8NAN1|uniprotkb:Q96GS8|uniprotkb:Q9H7A8|uniprotkb:A8K241|uniprotkb:ABCF3	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16463877	intact-miscore:0.36784992
intact:EBI-719493	intact:EBI-16432404	uniprotkb:P14373	uniprotkb:A0A0S2Z645	psi-mi:tri27_human|psi-mi:TRIM27|uniprotkb:A2BE15|uniprotkb:Q5RJA8|uniprotkb:Q5ST26|uniprotkb:Q6LA73|uniprotkb:Q6NXR9|uniprotkb:Q9BZY6|uniprotkb:Q9UJL3|uniprotkb:TRIM27|uniprotkb:RNF76|uniprotkb:RFP|uniprotkb:Ret finger protein|uniprotkb:Tripartite motif-containing protein 27|uniprotkb:RING finger protein 76|uniprotkb:RING-type E3 ubiquitin transferase TRIM27	psi-mi:a0a0s2z645_human|psi-mi:ABCF3|uniprotkb:ABCF3	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16463861	intact-miscore:0.36784992
intact:EBI-355546	intact:EBI-717672	uniprotkb:P61289	uniprotkb:Q9NUQ8	psi-mi:psme3_human|psi-mi:PSME3|uniprotkb:O35563|uniprotkb:P97373|uniprotkb:Q12920|uniprotkb:Q13172|uniprotkb:Q9BQD9|uniprotkb:A8K9A3|uniprotkb:PSME3|uniprotkb:Proteasome activator 28 subunit gamma|uniprotkb:Activator of multicatalytic protease subunit 3|uniprotkb:11S regulator complex subunit gamma|uniprotkb:Ki nuclear autoantigen	psi-mi:abcf3_human|psi-mi:ABCF3|uniprotkb:Q86UA2|uniprotkb:Q8NAN1|uniprotkb:Q96GS8|uniprotkb:Q9H7A8|uniprotkb:A8K241|uniprotkb:ABCF3	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16463909	intact-miscore:0.36784992
intact:EBI-724076	intact:EBI-717672	uniprotkb:Q99750	uniprotkb:Q9NUQ8	psi-mi:mdfi_human|psi-mi:MDFI|uniprotkb:Myogenic repressor I-mf|uniprotkb:MDFI	psi-mi:abcf3_human|psi-mi:ABCF3|uniprotkb:Q86UA2|uniprotkb:Q8NAN1|uniprotkb:Q96GS8|uniprotkb:Q9H7A8|uniprotkb:A8K241|uniprotkb:ABCF3	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16463925	intact-miscore:0.36784992
intact:EBI-2864512	intact:EBI-12811089	uniprotkb:P50221	uniprotkb:Q8NC06-3	psi-mi:meox1_human|psi-mi:MEOX1|uniprotkb:A8K524|uniprotkb:Q15069|uniprotkb:A8MWF9|uniprotkb:MEOX1|uniprotkb:MOX1|uniprotkb:Mesenchyme homeobox 1	psi-mi:q8nc06-3|psi-mi:ACBD4|uniprotkb:ACBD4|uniprotkb:HMFT0700	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16463941	intact-miscore:0.36784992
intact:EBI-2864512	intact:EBI-16439276	uniprotkb:P50221	uniprotkb:A0A0S2Z5W7	psi-mi:meox1_human|psi-mi:MEOX1|uniprotkb:A8K524|uniprotkb:Q15069|uniprotkb:A8MWF9|uniprotkb:MEOX1|uniprotkb:MOX1|uniprotkb:Mesenchyme homeobox 1	psi-mi:a0a0s2z5w7_human|psi-mi:ACBD4|uniprotkb:ACBD4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16463957	intact-miscore:0.36784992
intact:EBI-2864512	intact:EBI-11288411	uniprotkb:P50221	uniprotkb:Q8NC06	psi-mi:meox1_human|psi-mi:MEOX1|uniprotkb:A8K524|uniprotkb:Q15069|uniprotkb:A8MWF9|uniprotkb:MEOX1|uniprotkb:MOX1|uniprotkb:Mesenchyme homeobox 1	psi-mi:acbd4_human|psi-mi:ACBD4|uniprotkb:D3DX64|uniprotkb:Q8IUT1|uniprotkb:Q9H8Q4|uniprotkb:ACBD4|uniprotkb:HMFT0700|intact:EBI-16463973	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16463976	intact-miscore:0.36784992
intact:EBI-8472129	intact:EBI-12811089	uniprotkb:Q9HAQ2	uniprotkb:Q8NC06-3	psi-mi:kif9_human|psi-mi:KIF9|uniprotkb:Q9H8A4|uniprotkb:Q86Z28|uniprotkb:KIF9|intact:MINT-8417679	psi-mi:q8nc06-3|psi-mi:ACBD4|uniprotkb:ACBD4|uniprotkb:HMFT0700	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16463992	intact-miscore:0.36784992
intact:EBI-8472129	intact:EBI-16439276	uniprotkb:Q9HAQ2	uniprotkb:A0A0S2Z5W7	psi-mi:kif9_human|psi-mi:KIF9|uniprotkb:Q9H8A4|uniprotkb:Q86Z28|uniprotkb:KIF9|intact:MINT-8417679	psi-mi:a0a0s2z5w7_human|psi-mi:ACBD4|uniprotkb:ACBD4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16464008	intact-miscore:0.36784992
intact:EBI-8472129	intact:EBI-11288411	uniprotkb:Q9HAQ2	uniprotkb:Q8NC06	psi-mi:kif9_human|psi-mi:KIF9|uniprotkb:Q9H8A4|uniprotkb:Q86Z28|uniprotkb:KIF9|intact:MINT-8417679	psi-mi:acbd4_human|psi-mi:ACBD4|uniprotkb:D3DX64|uniprotkb:Q8IUT1|uniprotkb:Q9H8Q4|uniprotkb:ACBD4|uniprotkb:HMFT0700|intact:EBI-16463973	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16464024	intact-miscore:0.36784992
intact:EBI-748171	intact:EBI-12811089	uniprotkb:O43186	uniprotkb:Q8NC06-3	psi-mi:crx_human|psi-mi:CRX|uniprotkb:Q0QD45|uniprotkb:CRX|uniprotkb:CORD2	psi-mi:q8nc06-3|psi-mi:ACBD4|uniprotkb:ACBD4|uniprotkb:HMFT0700	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16464040	intact-miscore:0.36784992
intact:EBI-748171	intact:EBI-16439276	uniprotkb:O43186	uniprotkb:A0A0S2Z5W7	psi-mi:crx_human|psi-mi:CRX|uniprotkb:Q0QD45|uniprotkb:CRX|uniprotkb:CORD2	psi-mi:a0a0s2z5w7_human|psi-mi:ACBD4|uniprotkb:ACBD4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16464056	intact-miscore:0.36784992
intact:EBI-748171	intact:EBI-11288411	uniprotkb:O43186	uniprotkb:Q8NC06	psi-mi:crx_human|psi-mi:CRX|uniprotkb:Q0QD45|uniprotkb:CRX|uniprotkb:CORD2	psi-mi:acbd4_human|psi-mi:ACBD4|uniprotkb:D3DX64|uniprotkb:Q8IUT1|uniprotkb:Q9H8Q4|uniprotkb:ACBD4|uniprotkb:HMFT0700|intact:EBI-16463973	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16464072	intact-miscore:0.36784992
intact:EBI-10829018	intact:EBI-12811089	uniprotkb:Q04864-2	uniprotkb:Q8NC06-3	psi-mi:q04864-2|psi-mi:REL|uniprotkb:REL	psi-mi:q8nc06-3|psi-mi:ACBD4|uniprotkb:ACBD4|uniprotkb:HMFT0700	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16464088	intact-miscore:0.36784992
intact:EBI-10829018	intact:EBI-16439276	uniprotkb:Q04864-2	uniprotkb:A0A0S2Z5W7	psi-mi:q04864-2|psi-mi:REL|uniprotkb:REL	psi-mi:a0a0s2z5w7_human|psi-mi:ACBD4|uniprotkb:ACBD4	psi-mi:"MI:0397"(two hybrid array)	Yang et al. (2016)	pubmed:26871637|imex:IM-25013|doi:10.1016/j.cell.2016.01.029	taxid:9606(human)	taxid:9606(human)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-16464104	intact-miscore:0.36784992
